IsCon,VoiceTraffic,HRVT,PDCH,Traffic,DLTraffic,HRR,SDCon,Access Performance
0,26.37,0,9.99,39.67725586,30.28443359,0,0,0.997527
0,26.37,1.92,35.72,105.7487891,79.89087891,0.072810011,0,0.998513
0,26.36,26.16,9.92,106.0429785,63.46802734,0.992412747,0,0.998734
0,26.24,26.19,10.21,43.32641602,30.77636719,0.998094512,0,0.99972
0,26.18,0,12.15,23.49939453,17.43762695,0,0,0.999122
0,26.13,26.13,8,112.5251563,73.66711914,1,0,1
0,26.08,0,17.18,104.939707,76.4156543,0,0,0.999328
0,26.08,0,17.18,104.939707,76.4156543,0,0,0.999328
0,26.07,0.02,10.31,30.05225586,23.24084961,0.000767165,0,0.997892
0,26.01,0.37,21.52,20.04616211,13.07569336,0.014225298,0,0.997837
0,25.99,25.92,19.82,33.57226563,24.40039063,0.997306656,0,0.998802
0,25.98,25.96,39.48,498.8636621,342.8140918,0.999230177,0,0.999767
0,25.96,25.89,6.54,13.16603516,9.496103516,0.997303544,0,0.999497
0,25.95,20.52,8.17,15.72498047,10.77551758,0.790751445,0,0.998132
0,25.83,0,11.59,8.594130859,5.672128906,0,0,0.998502
0,25.79,0,15.34,56.09730469,38.61584961,0,0,1.000201
0,25.73,0.83,7.99,62.73816406,47.35046875,0.032258065,0,1.000242
0,25.73,0.83,7.99,62.73816406,47.35046875,0.032258065,0,1.000242
0,25.73,0.83,7.99,62.73816406,47.35046875,0.032258065,0,1.000242
0,25.7,15.81,14.68,41.88953125,31.00634766,0.615175097,0,1
0,25.7,15.81,14.68,41.88953125,31.00634766,0.615175097,0,1
0,25.69,0,23.75,208.5633594,137.4075977,0,0,0.999377
0,25.69,25.65,5.74,27.93542969,16.22753906,0.998442974,0,0.999816
0,25.69,4.23,14.1,25.43446289,17.00330078,0.164655508,0,0.998689
0,25.69,25.65,5.74,27.93542969,16.22753906,0.998442974,0,0.999816
0,25.57,0.57,9.75,42.4525293,26.87537109,0.022291748,0,0.999479
0,25.57,0.57,9.75,42.4525293,26.87537109,0.022291748,0,0.999479
0,25.55,3.61,31.36,70.86291992,52.94482422,0.141291585,0,0.996725
0,25.54,2.29,3.89,4.829599609,3.352910156,0.089663273,0,0.994772
